Time,BHP,THP,Oil_Rate,Water_Rate,Water_Saturation,Water_Cut
0,3004.9671415301123,1506.99677718293,996.6241086251281,0.0,0.09827301279007014,0.0
1,2993.617356988288,1501.623168414564,998.7774066464224,0.1596149892204981,0.10043759302212184,0.00015978483704522952
2,2996.476885381007,1494.2981518496008,995.0379003950002,0.6663944665783559,0.1010360337440889,0.0006692694507971337
3,3000.2302985640804,1487.7653161114722,996.9601923518048,3.0676876573401906,0.10244526069168682,0.003067602132564681
4,2977.6584662527666,1491.491116568068,988.531926665231,1.8765531245337583,0.09926628327343835,0.0018947264313933343
5,2972.6586304305083,1486.9674269271088,998.5664685368647,0.16451843090010865,0.10368513454769467,0.00016472747220910917
6,2985.792128155074,1486.4759661001387,997.0060273768112,2.206036289417637,0.09759121673679445,0.002207775876247356
7,2972.674347291529,1482.1758590084098,992.414556844659,0.43269601106163447,0.10224023089527239,0.00043581327320700494
8,2955.3052561406503,1481.2477635765968,999.2962283421621,3.3626910538870733,0.10302345231509692,0.0033537736401054387
9,2960.4256004358595,1470.3238239421971,1000.1878506881328,2.1488753481821217,0.10576665365214248,0.00214386572133272
10,2945.365823071875,1476.5869703281717,986.9622006781551,2.906363811260829,0.10504526170535375,0.0029361108287744853
11,2940.3427024642974,1467.987998023462,990.6863761071689,4.74579664754219,0.10268887389228744,0.004767574102421163
12,2942.4196227156604,1474.3763043631263,990.1542882510635,2.59283643141575,0.10403001374836598,0.002611779341335332
13,2915.867197553422,1457.5540609095522,988.8004844944556,2.9828818148870084,0.10689736001909482,0.003007594114012022
14,2912.7508216748697,1466.6798190158263,997.1473742096588,4.336400673653995,0.10684186531627089,0.004329975964073155
15,2919.37712470759,1455.9895539173133,991.530869306136,6.538378851019317,0.10634175178072852,0.006551027258972103
16,2909.8716887966557,1448.7429099819278,990.6774257934469,4.600653924523158,0.10703833242097606,0.004622480910889583
17,2918.142473325953,1446.5805708297285,981.4806881779663,3.9478444018894314,0.1098923359943186,0.004006220919495765
18,2900.919759244788,1444.3982634590284,994.1770901510462,7.028841141591002,0.10796461485426158,0.007020375051630192
19,2890.876962986647,1445.1208297320095,984.3037080257326,8.77174079991092,0.10932381751194185,0.008832904700527939
20,2914.6564876892157,1442.6141774401774,990.2996631513316,10.200261749738829,0.11433987317616108,0.010195164932918343
21,2892.7422369951346,1434.1314999803071,990.8868846897909,9.356838637914601,0.10765263472623215,0.009354558713735672
22,2890.675282046879,1433.878227038695,995.8032929791932,10.268573392883997,0.10729631453685068,0.010206600279871412
23,2870.7525181378655,1441.7113517930593,981.9558980044044,12.733900734255748,0.11306717932959721,0.012801881300485108
24,2874.5561727547483,1436.6377158505036,972.9024392208959,10.650258300304579,0.1106427138774118,0.010828355539205883
25,2876.1092258970984,1427.1816183483702,988.4192477237684,13.111479224816991,0.11186352494451476,0.013091439805111522
26,2858.490064225777,1422.190017390841,996.0025559075543,14.710423889925057,0.11143768724373777,0.014554501806113783
27,2868.7569801834566,1419.6001566335913,992.6947317646972,16.029218721285034,0.11298039971846498,0.01589059000092393
28,2853.993613100812,1419.067589863652,987.0482970763732,16.170193306809118,0.11719707622419269,0.01611831665964696
29,2852.083062502067,1407.886037174008,983.0418190718398,17.85444101170584,0.11610425691723625,0.01783845311822378
30,2843.982933877706,1408.7131173128832,989.0356129831865,16.51167264658701,0.11672444702377396,0.016420582982575264
31,2863.5227818450894,1398.657079630612,979.6322690014777,19.56175158766615,0.11266754588841471,0.01957753067430505
32,2839.865027752621,1405.9961156130264,986.3817888467811,21.933508712554467,0.11369769252689427,0.021752629128651856
33,2824.422890710441,1404.2359796985138,986.0273507958332,21.797705965745322,0.11082184268102915,0.021628462022751645
34,2838.225449121032,1395.5840676885032,988.3010495374944,24.178984221589598,0.1153812383578345,0.023880949169752124
35,2812.7915635002896,1402.8699338164502,996.2983001945554,25.946872500802698,0.11941340637277133,0.025382240184503364
36,2822.088635950048,1385.8711716849882,983.9620798358939,26.577450799142238,0.11903389303149675,0.02630025841981721
37,2795.403298761202,1381.6781255989508,978.9551818714625,28.55046377099657,0.11805697347409576,0.02833777050727166
38,2796.7181395110156,1387.1222590927998,980.87212843904,28.917267434715388,0.1189553994325639,0.028636929198185643
39,2806.968612358691,1388.2354915130609,971.6546204755545,31.213388720303954,0.11812222891484919,0.03112412444518213
40,2807.3846657999543,1388.4196384572892,976.5264343445547,33.61021616958922,0.12040951776480358,0.03327294000517865
41,2796.7136828118996,1374.7055786856554,977.4535878094345,34.77697296096843,0.12203175655896124,0.03435677039280446
42,2788.8435171761175,1379.3934041671564,976.3795580103271,35.69346873043607,0.11776822642517906,0.035267681073748
43,2781.988963044107,1370.8074576524964,979.2617743601686,38.2042164042908,0.12209929537567471,0.03754839645852592
44,2765.2147800963257,1367.136863500296,973.887900338089,40.434609790636614,0.12386486974190933,0.03986366208663272
45,2767.801557916053,1369.4182996874333,983.1051533366224,39.45005872142252,0.12166979942207326,0.03857988131714022
46,2765.393612290402,1365.261614392067,977.0010353245909,44.479074064955896,0.12440140122424116,0.04354374956115133
47,2775.571222262189,1351.1180392150789,976.453498394307,44.84374526131893,0.1291293088889451,0.043908612835187405
48,2763.4361828956844,1363.3827017486294,974.3605264174354,47.50548993324023,0.12379131441402622,0.04648896154007893
49,2737.3695984463725,1359.9004567707373,976.2759534192949,50.217246923645234,0.12528661410001066,0.04892116860283946
50,2753.240839693948,1346.8721864924523,979.1254913233382,49.62832630276954,0.12352388583267722,0.0482412074224803
51,2741.1491771958367,1348.979017667187,970.1643489214455,52.31055899757246,0.1258625023252041,0.05116072638304348
52,2733.2307799969403,1346.4701509314136,970.7094175546238,54.791451304124294,0.1269205432499646,0.05342896624271045
53,2741.1167628884086,1342.3033688291196,971.9813698561167,56.39624647887557,0.12688968468054027,0.05484001750238853
54,2740.3099952249595,1335.248474230773,966.2706453826339,61.054936575836805,0.12496060936058229,0.05943095124667588
55,2734.312801191162,1331.6418831603098,968.4037107013925,60.64322790617321,0.1279127235426509,0.0589314497045503
56,2711.6078247677738,1331.8722296450428,969.6188956322767,63.16445322051313,0.13092439187743526,0.06115944190102974
57,2711.907876241488,1334.8636450962968,975.8719459035636,66.18438903160298,0.12939727152902905,0.06351325433448927
58,2713.3126343140357,1328.7180007729721,972.3128066450096,67.07785047392392,0.13092397437814368,0.06453574506803408
59,2714.7554512712236,1321.1469283395695,971.4679495568378,70.22431928824373,0.12902597605997476,0.06741368961689717
60,2695.208257621547,1323.8584935532417,974.2544898108399,73.31745326125018,0.13149980047884743,0.06998798864948672
61,2693.143410233362,1302.7572868968496,968.813141058003,75.08713959561749,0.13105853567643305,0.0719294179599252
62,2678.9366502599396,1319.7438285018604,970.9523242496444,77.78661314110005,0.12909817854062555,0.07417156965167387
63,2673.0379337591935,1302.3014311061095,967.9838912353375,79.85066788755162,0.13213704200959775,0.07620541543733031
64,2688.125258223942,1306.1877952929844,969.3268117469981,81.40552969081924,0.13001660667311937,0.07747503953235538
65,2688.562400285708,1299.4016505268694,964.586206711942,85.82159321133923,0.1312342394502304,0.08170311874836363
66,2669.2798987841966,1295.5265926213954,954.8059142086179,89.87493307164725,0.13337865661458476,0.08603099530888189
67,2675.0353289789205,1304.8041339368926,965.8286041890685,90.79840163078345,0.13409448854676026,0.085932312093738
68,2663.616360250476,1293.6614939934404,973.1137406804997,93.70526411724755,0.13162153506984575,0.08783614061601072
69,2648.5488024539486,1294.7325194086536,970.1310770112079,96.91272275511686,0.13660797154236576,0.09082356579583713
70,2653.613956055084,1289.765397105604,969.8269874229559,97.7306695034533,0.13614401255660097,0.0915460339489563
71,2660.3803656646596,1289.3852041361156,970.6806536090311,103.52251465812961,0.13409054312877824,0.09637144789390804
72,2639.6417396089005,1284.3841094553013,964.4432879548071,104.88232879642281,0.13292483040710165,0.09808268609057633
73,2650.64643655814,1274.5850388790573,964.486578537028,109.21185689908911,0.13621019084183714,0.10171557794505794
74,2603.8025489591028,1282.9813340972357,959.9117405228283,109.78696700447601,0.1361081125722777,0.10263354179258337
75,2633.219025043752,1272.5312170841935,960.9196357198648,115.31806192255783,0.13772628091410605,0.10714924981272306
